bf_bugid,message,cluster_id,message_clean,key_word,key_phrase
CSCuy17771,"Evaluation of DMM for openssl 2014 vulnerabilityMissingThis is a CIAM notification :CVE-2014-0224CISCO Alert Links :http://tvce.cisco.com/knowledge/aimsxp/alertpublication/express/alert_preview.asp?AlertID=34548OpenSSL before 0.9.8za, 1.0.0 before 1.0.0m, and 1.0.1 before 1.0.1h does not properly restrict processing of ChangeCipherSpec messages, which allows man-in-the-middle attackers to trigger use of a zero-length master key in certain OpenSSL-to-OpenSSL communications, and consequently hijack sessions or obtain sensitive information, via a crafted TLS handshake, aka the ""CCS Injection"" vulnerability.MissingMissingMissingMissingnobug",4,"['Evaluation', 'of', 'DMM', 'for', 'openssl', '2014', 'vulnerabilityMissingThis', 'is', 'a', 'CIAM', 'notification', ':CVE-2014-0224CISCO', 'Alert', 'Links', ':http://tvce.cisco.com/knowledge/aimsxp/alertpublication/express/alert_preview.asp?AlertID=34548OpenSSL', 'before', '0.9.8za,', '1.0.0', 'before', '1.0.0m,', 'and', '1.0.1', 'before', '1.0.1h', 'does', 'not', 'properly', 'restrict', 'processing', 'of', 'ChangeCipherSpec', 'messages,', 'which', 'allows', 'man-in-the-middle', 'attackers', 'to', 'trigger', 'use', 'of', 'a', 'zero-length', 'master', 'key', 'in', 'certain', 'OpenSSL-to-OpenSSL', 'communications,', 'and', 'consequently', 'hijack', 'sessions', 'or', 'obtain', 'sensitive', 'information,', 'via', 'a', 'crafted', 'TLS', 'handshake,', 'aka', 'the', '""CCS', 'Injection""', 'vulnerability.MissingMissingMissingMissingnobug']","DMM,demonstrated,vulnerabilityMissingThis",
CSCuy19023,"Evaluation of DMM for openssl 2011 vulnerabilityMissingThis is a CIAM notification :CVE-2011-1945CISCO Alert Links :http://tvce.cisco.com/knowledge/aimsxp/alertpublication/express/alert_preview.asp?AlertID=23192The elliptic curve cryptography (ECC) subsystem in OpenSSL 1.0.0d and earlier, when the Elliptic Curve Digital Signature Algorithm (ECDSA) is used for the ECDHE_ECDSA cipher suite, does not properly implement curves over binary fields, which makes it easier for context-dependent attackers to determine private keys via a timing attack and a lattice calculation.MissingMissingMissingMissingnobug",4,"['Evaluation', 'of', 'DMM', 'for', 'openssl', '2011', 'vulnerabilityMissingThis', 'is', 'a', 'CIAM', 'notification', ':CVE-2011-1945CISCO', 'Alert', 'Links', ':http://tvce.cisco.com/knowledge/aimsxp/alertpublication/express/alert_preview.asp?AlertID=23192The', 'elliptic', 'curve', 'cryptography', '(ECC)', 'subsystem', 'in', 'OpenSSL', '1.0.0d', 'and', 'earlier,', 'when', 'the', 'Elliptic', 'Curve', 'Digital', 'Signature', 'Algorithm', '(ECDSA)', 'is', 'used', 'for', 'the', 'ECDHE_ECDSA', 'cipher', 'suite,', 'does', 'not', 'properly', 'implement', 'curves', 'over', 'binary', 'fields,', 'which', 'makes', 'it', 'easier', 'for', 'context-dependent', 'attackers', 'to', 'determine', 'private', 'keys', 'via', 'a', 'timing', 'attack', 'and', 'a', 'lattice', 'calculation.MissingMissingMissingMissingnobug']","DMM,demonstrated,vulnerabilityMissingThis",
CSCuy21235,"Evaluation of DMM for postgresql 2013 vulnerability.MissingThis is a CIAM notification :CVE-2013-1901CISCO Alert Links :http://tvce.cisco.com/knowledge/aimsxp/alertpublication/express/alert_preview.asp?AlertID=28835PostgreSQL 9.2.x before 9.2.4 and 9.1.x before 9.1.9 does not properly check REPLICATION privileges, which allows remote authenticated users to bypass intended backup restrictions by calling the (1) pg_start_backup or (2) pg_stop_backup functions.MissingMissingMissingMissingnobug",4,"['Evaluation', 'of', 'DMM', 'for', 'postgresql', '2013', 'vulnerability.MissingThis', 'is', 'a', 'CIAM', 'notification', ':CVE-2013-1901CISCO', 'Alert', 'Links', ':http://tvce.cisco.com/knowledge/aimsxp/alertpublication/express/alert_preview.asp?AlertID=28835PostgreSQL', '9.2.x', 'before', '9.2.4', 'and', '9.1.x', 'before', '9.1.9', 'does', 'not', 'properly', 'check', 'REPLICATION', 'privileges,', 'which', 'allows', 'remote', 'authenticated', 'users', 'to', 'bypass', 'intended', 'backup', 'restrictions', 'by', 'calling', 'the', '(1)', 'pg_start_backup', 'or', '(2)', 'pg_stop_backup', 'functions.MissingMissingMissingMissingnobug']","DMM,demonstrated,vulnerabilityMissingThis",
CSCuy23817,Evaluation of DMM for openssl 2007 vulnerabilityMissingThis is a CIAM notification :CVE-2007-4995CISCO Alert Links :http://tvce.cisco.com/knowledge/aimsxp/alertpublication/express/alert_preview.asp?AlertID=14308Off-by-one error in the DTLS implementation in OpenSSL 0.9.8 before 0.9.8f allows remote attackers to execute arbitrary code via unspecified vectors.MissingMissingMissingMissingnobug,34,"['Evaluation', 'of', 'DMM', 'for', 'openssl', '2007', 'vulnerabilityMissingThis', 'is', 'a', 'CIAM', 'notification', ':CVE-2007-4995CISCO', 'Alert', 'Links', ':http://tvce.cisco.com/knowledge/aimsxp/alertpublication/express/alert_preview.asp?AlertID=14308Off-by-one', 'error', 'in', 'the', 'DTLS', 'implementation', 'in', 'OpenSSL', '0.9.8', 'before', '0.9.8f', 'allows', 'remote', 'attackers', 'to', 'execute', 'arbitrary', 'code', 'via', 'unspecified', 'vectors.MissingMissingMissingMissingnobug']","DMM,vulnerabilityMissingThis,PostgreSQL",
CSCuy26766,Evaluation of CE340 for sudo 2013 vulnerabilities CVE-2012-0809CIAM-7oN7PVwo3aiGs CVE-2013-1775 ciam psirt psirt-done psirt-rne tps-securityThis is a CIAM notification :CVE-2013-1775CISCO Alert Links :https://tvce.cisco.com/security/AIMS/AimsAlertPreview.aspx?AlertID=28445sudo 1.6.0 through 1.7.10p6 and sudo 1.8.0 through 1.8.6p6 allows local users or physically proximate attackers to bypass intended time restrictions and retain privileges without re-authenticating by setting the system clock and sudo user timestamp to the epoch.MissingMissingMissingMissingnobug,31,"['Evaluation', 'of', 'CE340', 'for', 'sudo', '2013', 'vulnerabilities', 'CVE-2012-0809CIAM-7oN7PVwo3aiGs', 'CVE-2013-1775', 'ciam', 'psirt', 'psirt-done', 'psirt-rne', 'tps-securityThis', 'is', 'a', 'CIAM', 'notification', ':CVE-2013-1775CISCO', 'Alert', 'Links', ':https://tvce.cisco.com/security/AIMS/AimsAlertPreview.aspx?AlertID=28445sudo', '1.6.0', 'through', '1.7.10p6', 'and', 'sudo', '1.8.0', 'through', '1.8.6p6', 'allows', 'local', 'users', 'or', 'physically', 'proximate', 'attackers', 'to', 'bypass', 'intended', 'time', 'restrictions', 'and', 'retain', 'privileges', 'without', 're-authenticating', 'by', 'setting', 'the', 'system', 'clock', 'and', 'sudo', 'user', 'timestamp', 'to', 'the', 'epoch.MissingMissingMissingMissingnobug']","user-assisted,untrusted,CE340",link url untrusted search path;firefox parse untrusted data ui;cve url untrusted search path
CSCuy38064,[Warbler]Add support for act2MissingAdd support for verification of cisco hardware.MissingMissingMissingMissingnobug,2,"['[Warbler]Add', 'support', 'for', 'act2MissingAdd', 'support', 'for', 'verification', 'of', 'cisco', 'hardware.MissingMissingMissingMissingnobug']","Camero,Rockwell,assembly",eds file assembly port number;;cip configuration assembly default value;
CSCuy46125,"Autobios as part of the imagepi31, hokkaidoAs we discussed in the meeting regarding adding autobios as part f the image.MissingMissingMissingMissingnobug",21,"['Autobios', 'as', 'part', 'of', 'the', 'imagepi31,', 'hokkaidoAs', 'we', 'discussed', 'in', 'the', 'meeting', 'regarding', 'adding', 'autobios', 'as', 'part', 'f', 'the', 'image.MissingMissingMissingMissingnobug']","regarding,hokkaidoAs,imagepi31,",
CSCuy48967,"Evaluation of gemboa for kernel 2010 vulnerabilityciam psirt tps-security CIAM-5Hn6zuTI6Mf2h CVE-2010-4248This is a CIAM notification :CVE-2010-4248CISCO Alert Links :https://tvce.cisco.com/security/aims/aimsalertpreview.aspx?AlertID=21909Race condition in the __exit_signal function in kernel/exit.c in the Linux kernel before 2.6.37-rc2 allows local users to cause a denial of service via vectors related to multithreaded exec, the use of a thread group leader in kernel/posix-cpu-timers.c, and the selection of a new thread group leader in the de_thread function in fs/exec.c.MissingMissingMissingMissingnobug",16,"['Evaluation', 'of', 'gemboa', 'for', 'kernel', '2010', 'vulnerabilityciam', 'psirt', 'tps-security', 'CIAM-5Hn6zuTI6Mf2h', 'CVE-2010-4248This', 'is', 'a', 'CIAM', 'notification', ':CVE-2010-4248CISCO', 'Alert', 'Links', ':https://tvce.cisco.com/security/aims/aimsalertpreview.aspx?AlertID=21909Race', 'condition', 'in', 'the', '__exit_signal', 'function', 'in', 'kernel/exit.c', 'in', 'the', 'Linux', 'kernel', 'before', '2.6.37-rc2', 'allows', 'local', 'users', 'to', 'cause', 'a', 'denial', 'of', 'service', 'via', 'vectors', 'related', 'to', 'multithreaded', 'exec,', 'the', 'use', 'of', 'a', 'thread', 'group', 'leader', 'in', 'kernel/posix-cpu-timers.c,', 'and', 'the', 'selection', 'of', 'a', 'new', 'thread', 'group', 'leader', 'in', 'the', 'de_thread', 'function', 'in', 'fs/exec.c.MissingMissingMissingMissingnobug']","gemboa,kernel,Linux",evaluation gemboa bind zz;evaluation gemboa kernel zuti;evaluation gemboa kernel gq;evaluation gemboa kernel zuti;evaluation gemboa kernel zuti;evaluation gemboa kernel psirt tps;evaluation gemboa kernel hu zuti;evaluation gemboa kernel sf zuti;evaluation gemboa kernel hv zuti;evaluation gemboa kernel fo zuti
CSCuy53293,Evaluation of gemboa for kernel 2011 vulnerabilityciam psirt tps-security CIAM-6tZ6zuTI6Mf2h CVE-2012-0207This is a CIAM notification :CVE-2012-0207CISCO Alert Links :https://tvce.cisco.com/security/aims/aimsalertpreview.aspx?AlertID=24923The igmp_heard_query function in net/ipv4/igmp.c in the Linux kernel before 3.2.1 allows remote attackers to cause a denial of service (divide-by-zero error and panic) via IGMP packets.MissingMissingMissingMissingCSCuy53283,16,"['Evaluation', 'of', 'gemboa', 'for', 'kernel', '2011', 'vulnerabilityciam', 'psirt', 'tps-security', 'CIAM-6tZ6zuTI6Mf2h', 'CVE-2012-0207This', 'is', 'a', 'CIAM', 'notification', ':CVE-2012-0207CISCO', 'Alert', 'Links', ':https://tvce.cisco.com/security/aims/aimsalertpreview.aspx?AlertID=24923The', 'igmp_heard_query', 'function', 'in', 'net/ipv4/igmp.c', 'in', 'the', 'Linux', 'kernel', 'before', '3.2.1', 'allows', 'remote', 'attackers', 'to', 'cause', 'a', 'denial', 'of', 'service', '(divide-by-zero', 'error', 'and', 'panic)', 'via', 'IGMP', 'packets.MissingMissingMissingMissingCSCuy53283']","gemboa,kernel,Linux",evaluation gemboa bind zz;evaluation gemboa kernel zuti;evaluation gemboa kernel gq;evaluation gemboa kernel zuti;evaluation gemboa kernel zuti;evaluation gemboa kernel psirt tps;evaluation gemboa kernel hu zuti;evaluation gemboa kernel sf zuti;evaluation gemboa kernel hv zuti;evaluation gemboa kernel fo zuti
CSCuy55785,"Evaluation of gemboa for kernel 2011 vulnerabilityCIAM-6fM6zuTI6Mf2h CVE-2011-1835 ciam psirt psirt-done psirt-rne tps-securityThis is a CIAM notification :CVE-2011-1835CISCO Alert Links :https://tvce.cisco.com/security/aims/aimsalertpreview.aspx?AlertID=24042The encrypted private-directory setup process in utils/ecryptfs-setup-private in ecryptfs-utils before 90 does not properly ensure that the passphrase file is created, which might allow local users to bypass intended access restrictions at a certain time in the new-user creation steps.MissingMissingMissingMissingnobug",16,"['Evaluation', 'of', 'gemboa', 'for', 'kernel', '2011', 'vulnerabilityCIAM-6fM6zuTI6Mf2h', 'CVE-2011-1835', 'ciam', 'psirt', 'psirt-done', 'psirt-rne', 'tps-securityThis', 'is', 'a', 'CIAM', 'notification', ':CVE-2011-1835CISCO', 'Alert', 'Links', ':https://tvce.cisco.com/security/aims/aimsalertpreview.aspx?AlertID=24042The', 'encrypted', 'private-directory', 'setup', 'process', 'in', 'utils/ecryptfs-setup-private', 'in', 'ecryptfs-utils', 'before', '90', 'does', 'not', 'properly', 'ensure', 'that', 'the', 'passphrase', 'file', 'is', 'created,', 'which', 'might', 'allow', 'local', 'users', 'to', 'bypass', 'intended', 'access', 'restrictions', 'at', 'a', 'certain', 'time', 'in', 'the', 'new-user', 'creation', 'steps.MissingMissingMissingMissingnobug']","gemboa,kernel,Linux",evaluation gemboa bind zz;evaluation gemboa kernel zuti;evaluation gemboa kernel gq;evaluation gemboa kernel zuti;evaluation gemboa kernel zuti;evaluation gemboa kernel psirt tps;evaluation gemboa kernel hu zuti;evaluation gemboa kernel sf zuti;evaluation gemboa kernel hv zuti;evaluation gemboa kernel fo zuti
CSCuy57465,Evaluation of CE340 for openswan 2013 vulnerabilitiesCIAM-8yM7PVwo09Tn1 CVE-2013-6466 ciam psirt psirt-done psirt-rne tps-securityThis is a CIAM notification :CVE-2013-6466CISCO Alert Links :https://tvce.cisco.com/security/AIMS/AimsAlertPreview.aspx?AlertID=32908Openswan 2.6.39 and earlier allows remote attackers to cause a denial of service (NULL pointer dereference and IKE daemon restart) via IKEv2 packets that lack expected payloads.MissingMissingMissingMissingnobug,29,"['Evaluation', 'of', 'CE340', 'for', 'openswan', '2013', 'vulnerabilitiesCIAM-8yM7PVwo09Tn1', 'CVE-2013-6466', 'ciam', 'psirt', 'psirt-done', 'psirt-rne', 'tps-securityThis', 'is', 'a', 'CIAM', 'notification', ':CVE-2013-6466CISCO', 'Alert', 'Links', ':https://tvce.cisco.com/security/AIMS/AimsAlertPreview.aspx?AlertID=32908Openswan', '2.6.39', 'and', 'earlier', 'allows', 'remote', 'attackers', 'to', 'cause', 'a', 'denial', 'of', 'service', '(NULL', 'pointer', 'dereference', 'and', 'IKE', 'daemon', 'restart)', 'via', 'IKEv2', 'packets', 'that', 'lack', 'expected', 'payloads.MissingMissingMissingMissingnobug']","CE300,psirt-done,alert",cve cisco alert link url;cve cisco alert link url;cve cisco alert link url;cve cisco alert link url;cve cisco alert link url
CSCuy65000,vlpwa: Add interface info for show vlpwa commands cloned-from-CSCux05982Add interface info for show vlpwa commandsMissingMissingMissingMissingnobug,3,"['vlpwa:', 'Add', 'interface', 'info', 'for', 'show', 'vlpwa', 'commands', 'cloned-from-CSCux05982Add', 'interface', 'info', 'for', 'show', 'vlpwa', 'commandsMissingMissingMissingMissingnobug']","<cr>MissingMissingMissingMissingnobug,vlpwa:,cloned-from-CSCux05982Add",
CSCuy67329,"[IR800]Failed to upgrade warbler iamge by IR809/829Missing[IR800]Failed to upgrade warbler iamge by IR809/829[Test Topology]| IR809 | ------- | Warbler LoRa Modem |[Version]IR829 version: 15.6(20160301:050247)Warbler version: 20160302074954[Test Procedure]1. Link up one LoRa modem to IR809, make sure they are powered up normally. (LoRa modem is running on image_20160302074954)2. Upload the new image to IR809. (new image: release-20160304.itb)3. Install LoRa modem firmware via following command:#virtual-lpwa 11 modem install firmware flash:release-20160304.itb4. After the installation, check LoRa modem version.[Error Result]In step 4, LoRa modem version is not updated, it's still the old version(20160302074954)[Expected Result]New LoRa modem iamge can be installed by IR809/829 successfully and the LoRa modem version should be updated accordingly.MissingMissingMissingMissingnobug",23,"['[IR800]Failed', 'to', 'upgrade', 'warbler', 'iamge', 'by', 'IR809/829Missing[IR800]Failed', 'to', 'upgrade', 'warbler', 'iamge', 'by', 'IR809/829[Test', 'Topology]|', 'IR809', '|', '-------', '|', 'Warbler', 'LoRa', 'Modem', '|[Version]IR829', 'version:', '15.6(20160301:050247)Warbler', 'version:', '20160302074954[Test', 'Procedure]1.', 'Link', 'up', 'one', 'LoRa', 'modem', 'to', 'IR809,', 'make', 'sure', 'they', 'are', 'powered', 'up', 'normally.', '(LoRa', 'modem', 'is', 'running', 'on', 'image_20160302074954)2.', 'Upload', 'the', 'new', 'image', 'to', 'IR809.', '(new', 'image:', 'release-20160304.itb)3.', 'Install', 'LoRa', 'modem', 'firmware', 'via', 'following', 'command:#virtual-lpwa', '11', 'modem', 'install', 'firmware', 'flash:release-20160304.itb4.', 'After', 'the', 'installation,', 'check', 'LoRa', 'modem', 'version.[Error', 'Result]In', 'step', '4,', 'LoRa', 'modem', 'version', 'is', 'not', 'updated,', ""it's"", 'still', 'the', 'old', 'version(20160302074954)[Expected', 'Result]New', 'LoRa', 'modem', 'iamge', 'can', 'be', 'installed', 'by', 'IR809/829', 'successfully', 'and', 'the', 'LoRa', 'modem', 'version', 'should', 'be', 'updated', 'accordingly.MissingMissingMissingMissingnobug']","LoRa,virtual-lpwa,modem",;;ir module modem wp gen;show virtual modem info command;warbler lora modem version ir
CSCuy70908,"Non-touch: traceback medium press configuration through CIPiot-euphrates iot-backlogObserved behavior:**************When the medium press configuration are been passed through CIP side test in IE3K traceback are seen in the device after giving values.The device boots continuously after the traceback is seen untill the power cycle is done it reloads the device .Expected behavior:***************The same values when passes in to the other RA devices S5700,S5410 it accepts without any traceback. But it shows traceback only in 3k both cisco and RA device.Steps to reproduce:**************1. do a medium press and get ip from the DHCP server.2.check for the mode in medium press.3.Connect to the EIP scan tool and pass the CIP parameter values.(05 52 41 44 55 54 09 00 00 01 01 a8 c0 00 ff ff ff 01 01 a8 c0 0B 31 39 32 2e 31 36 38 2e 31 2e 31 05 63 69 73 63 6f )These above values are defined with the hostname,vlan,flag value,ip address,default gateway,ntp server,password.MissingMissingMissingMissingnobug",9,"['Non-touch:', 'traceback', 'medium', 'press', 'configuration', 'through', 'CIPiot-euphrates', 'iot-backlogObserved', 'behavior:**************When', 'the', 'medium', 'press', 'configuration', 'are', 'been', 'passed', 'through', 'CIP', 'side', 'test', 'in', 'IE3K', 'traceback', 'are', 'seen', 'in', 'the', 'device', 'after', 'giving', 'values.The', 'device', 'boots', 'continuously', 'after', 'the', 'traceback', 'is', 'seen', 'untill', 'the', 'power', 'cycle', 'is', 'done', 'it', 'reloads', 'the', 'device', '.Expected', 'behavior:***************The', 'same', 'values', 'when', 'passes', 'in', 'to', 'the', 'other', 'RA', 'devices', 'S5700,S5410', 'it', 'accepts', 'without', 'any', 'traceback.', 'But', 'it', 'shows', 'traceback', 'only', 'in', '3k', 'both', 'cisco', 'and', 'RA', 'device.Steps', 'to', 'reproduce:**************1.', 'do', 'a', 'medium', 'press', 'and', 'get', 'ip', 'from', 'the', 'DHCP', 'server.2.check', 'for', 'the', 'mode', 'in', 'medium', 'press.3.Connect', 'to', 'the', 'EIP', 'scan', 'tool', 'and', 'pass', 'the', 'CIP', 'parameter', 'values.(05', '52', '41', '44', '55', '54', '09', '00', '00', '01', '01', 'a8', 'c0', '00', 'ff', 'ff', 'ff', '01', '01', 'a8', 'c0', '0B', '31', '39', '32', '2e', '31', '36', '38', '2e', '31', '2e', '31', '05', '63', '69', '73', '63', '6f', ')These', 'above', 'values', 'are', 'defined', 'with', 'the', 'hostname,vlan,flag', 'value,ip', 'address,default', 'gateway,ntp', 'server,password.MissingMissingMissingMissingnobug']","http://www.cisco.com/techsupportCopyright,file,DM",read arbitrary file leverage download;os windows file share enable;denial service file corruption allow;;
CSCuy75554,"Evaluation of CE340 for openssl 2012 vulnerabilityCIAM-6By7PVwo19LgB CVE-2012-0884 ciam psirt psirt-done psirt-rne tps-securityThis is a CIAM notification :CVE-2012-0884CISCO Alert Links :http://tvce.cisco.com/knowledge/aimsxp/alertpublication/express/alert_preview.asp?AlertID=25392The implementation of Cryptographic Message Syntax (CMS) and PKCS #7 in OpenSSL before 0.9.8u and 1.x before 1.0.0h does not properly restrict certain oracle behavior, which makes it easier for context-dependent attackers to decrypt data via a Million Message Attack (MMA) adaptive chosen ciphertext attack.MissingMissingMissingMissingnobug",31,"['Evaluation', 'of', 'CE340', 'for', 'openssl', '2012', 'vulnerabilityCIAM-6By7PVwo19LgB', 'CVE-2012-0884', 'ciam', 'psirt', 'psirt-done', 'psirt-rne', 'tps-securityThis', 'is', 'a', 'CIAM', 'notification', ':CVE-2012-0884CISCO', 'Alert', 'Links', ':http://tvce.cisco.com/knowledge/aimsxp/alertpublication/express/alert_preview.asp?AlertID=25392The', 'implementation', 'of', 'Cryptographic', 'Message', 'Syntax', '(CMS)', 'and', 'PKCS', '#7', 'in', 'OpenSSL', 'before', '0.9.8u', 'and', '1.x', 'before', '1.0.0h', 'does', 'not', 'properly', 'restrict', 'certain', 'oracle', 'behavior,', 'which', 'makes', 'it', 'easier', 'for', 'context-dependent', 'attackers', 'to', 'decrypt', 'data', 'via', 'a', 'Million', 'Message', 'Attack', '(MMA)', 'adaptive', 'chosen', 'ciphertext', 'attack.MissingMissingMissingMissingnobug']","user-assisted,untrusted,CE340",link url untrusted search path;firefox parse untrusted data ui;cve url untrusted search path
CSCuy75560,"Evaluation of CE340 for openssl 2012 vulnerabilityCIAM-6GC7PVwo19LgB CVE-2012-2110 CVE-2012-2131 ciam psirt psirt-done psirt-rne tps-securityThis is a CIAM notification :CVE-2012-2131CISCO Alert Links :http://tvce.cisco.com/knowledge/aimsxp/alertpublication/express/alert_preview.asp?AlertID=25706Multiple integer signedness errors in crypto/buffer/buffer.c in OpenSSL 0.9.8v allow remote attackers to conduct buffer overflow attacks, and cause a denial of service (memory corruption) or possibly have unspecified other impact, via crafted DER data, as demonstrated by an X.509 certificate or an RSA public key.MissingMissingMissingMissingnobug",29,"['Evaluation', 'of', 'CE340', 'for', 'openssl', '2012', 'vulnerabilityCIAM-6GC7PVwo19LgB', 'CVE-2012-2110', 'CVE-2012-2131', 'ciam', 'psirt', 'psirt-done', 'psirt-rne', 'tps-securityThis', 'is', 'a', 'CIAM', 'notification', ':CVE-2012-2131CISCO', 'Alert', 'Links', ':http://tvce.cisco.com/knowledge/aimsxp/alertpublication/express/alert_preview.asp?AlertID=25706Multiple', 'integer', 'signedness', 'errors', 'in', 'crypto/buffer/buffer.c', 'in', 'OpenSSL', '0.9.8v', 'allow', 'remote', 'attackers', 'to', 'conduct', 'buffer', 'overflow', 'attacks,', 'and', 'cause', 'a', 'denial', 'of', 'service', '(memory', 'corruption)', 'or', 'possibly', 'have', 'unspecified', 'other', 'impact,', 'via', 'crafted', 'DER', 'data,', 'as', 'demonstrated', 'by', 'an', 'X.509', 'certificate', 'or', 'an', 'RSA', 'public', 'key.MissingMissingMissingMissingnobug']","CE300,psirt-done,alert",cve cisco alert link url;cve cisco alert link url;cve cisco alert link url;cve cisco alert link url;cve cisco alert link url
CSCuy75779,"Evaluation of CE340 for openssl 2014 vulnerabilityCIAM-9C67PVwo56JYW CVE-2014-8275 ciam psirt psirt-done psirt-rne tps-securityThis is a CIAM notification :CVE-2014-8275CISCO Alert Links :http://tvce.cisco.com/knowledge/aimsxp/alertpublication/express/alert_preview.asp?AlertID=36958OpenSSL before 0.9.8zd, 1.0.0 before 1.0.0p, and 1.0.1 before 1.0.1k does not enforce certain constraints on certificate data, which allows remote attackers to defeat a fingerprint-based certificate-blacklist protection mechanism by including crafted data within a certificate's unsigned portion, related to crypto/asn1/a_verify.c, crypto/dsa/dsa_asn1.c, crypto/ecdsa/ecs_vrf.c, and crypto/x509/x_all.c.MissingMissingMissingMissingnobug",31,"['Evaluation', 'of', 'CE340', 'for', 'openssl', '2014', 'vulnerabilityCIAM-9C67PVwo56JYW', 'CVE-2014-8275', 'ciam', 'psirt', 'psirt-done', 'psirt-rne', 'tps-securityThis', 'is', 'a', 'CIAM', 'notification', ':CVE-2014-8275CISCO', 'Alert', 'Links', ':http://tvce.cisco.com/knowledge/aimsxp/alertpublication/express/alert_preview.asp?AlertID=36958OpenSSL', 'before', '0.9.8zd,', '1.0.0', 'before', '1.0.0p,', 'and', '1.0.1', 'before', '1.0.1k', 'does', 'not', 'enforce', 'certain', 'constraints', 'on', 'certificate', 'data,', 'which', 'allows', 'remote', 'attackers', 'to', 'defeat', 'a', 'fingerprint-based', 'certificate-blacklist', 'protection', 'mechanism', 'by', 'including', 'crafted', 'data', 'within', 'a', ""certificate's"", 'unsigned', 'portion,', 'related', 'to', 'crypto/asn1/a_verify.c,', 'crypto/dsa/dsa_asn1.c,', 'crypto/ecdsa/ecs_vrf.c,', 'and', 'crypto/x509/x_all.c.MissingMissingMissingMissingnobug']","user-assisted,untrusted,CE340",link url untrusted search path;firefox parse untrusted data ui;cve url untrusted search path
CSCuy75901,"Evaluation of CE340 for openssl 2014 vulnerabilityCIAM-99S7PVwo34S4b CVE-2014-3511 ciam psirt psirt-done psirt-rne tps-securityThis is a CIAM notification :CVE-2014-3511CISCO Alert Links :http://tvce.cisco.com/knowledge/aimsxp/alertpublication/express/alert_preview.asp?AlertID=35208The ssl23_get_client_hello function in s23_srvr.c in OpenSSL 1.0.1 before 1.0.1i allows man-in-the-middle attackers to force the use of TLS 1.0 by triggering ClientHello message fragmentation in communication between a client and server that both support later TLS versions, related to a ""protocol downgrade"" issue.MissingMissingMissingMissingnobug",31,"['Evaluation', 'of', 'CE340', 'for', 'openssl', '2014', 'vulnerabilityCIAM-99S7PVwo34S4b', 'CVE-2014-3511', 'ciam', 'psirt', 'psirt-done', 'psirt-rne', 'tps-securityThis', 'is', 'a', 'CIAM', 'notification', ':CVE-2014-3511CISCO', 'Alert', 'Links', ':http://tvce.cisco.com/knowledge/aimsxp/alertpublication/express/alert_preview.asp?AlertID=35208The', 'ssl23_get_client_hello', 'function', 'in', 's23_srvr.c', 'in', 'OpenSSL', '1.0.1', 'before', '1.0.1i', 'allows', 'man-in-the-middle', 'attackers', 'to', 'force', 'the', 'use', 'of', 'TLS', '1.0', 'by', 'triggering', 'ClientHello', 'message', 'fragmentation', 'in', 'communication', 'between', 'a', 'client', 'and', 'server', 'that', 'both', 'support', 'later', 'TLS', 'versions,', 'related', 'to', 'a', '""protocol', 'downgrade""', 'issue.MissingMissingMissingMissingnobug']","user-assisted,untrusted,CE340",link url untrusted search path;firefox parse untrusted data ui;cve url untrusted search path
CSCuy78814,"Evaluation of CE340 for bind 2012 vulnerabilitiesCIAM-7am7PVwo3a4In CVE-2012-5688 ciam psirt psirt-done psirt-rne tps-securityThis is a CIAM notification :CVE-2012-5688CISCO Alert Links :https://tvce.cisco.com/security/AIMS/AimsAlertPreview.aspx?AlertID=27550ISC BIND 9.8.x before 9.8.4-P1 and 9.9.x before 9.9.2-P1, when DNS64 is enabled, allows remote attackers to cause a denial of service (assertion failure and daemon exit) via a crafted query.MissingMissingMissingMissingnobug",1,"['Evaluation', 'of', 'CE340', 'for', 'bind', '2012', 'vulnerabilitiesCIAM-7am7PVwo3a4In', 'CVE-2012-5688', 'ciam', 'psirt', 'psirt-done', 'psirt-rne', 'tps-securityThis', 'is', 'a', 'CIAM', 'notification', ':CVE-2012-5688CISCO', 'Alert', 'Links', ':https://tvce.cisco.com/security/AIMS/AimsAlertPreview.aspx?AlertID=27550ISC', 'BIND', '9.8.x', 'before', '9.8.4-P1', 'and', '9.9.x', 'before', '9.9.2-P1,', 'when', 'DNS64', 'is', 'enabled,', 'allows', 'remote', 'attackers', 'to', 'cause', 'a', 'denial', 'of', 'service', '(assertion', 'failure', 'and', 'daemon', 'exit)', 'via', 'a', 'crafted', 'query.MissingMissingMissingMissingnobug']","VulnerabilityMissingMissingMissingMissingnobug,2.15,17.x",
