bf_bugid,bf_bugid,bf_headline,bf_attribute,bf_description,bf_symptoms,bf_conditions,bf_workarounds,bf_release_note,bf_duplicateofbug,message,text
CSCuy98593,CSCuy98593,Evaluation of DMM for openssl 2015 vulnerability,Missing,This is a CIAM notification :CVE-2015-1791CISCO Alert Links :http://tvce.cisco.com/knowledge/aimsxp/alertpublication/express/alert_preview.asp?AlertID=39209A race condition was found in the session handling code of OpenSSL. This issue could possibly cause a multi-threaded TLS/SSL client using OpenSSL to double free session ticket data and crash.,Missing,Missing,Missing,Missing,CSCuu82425,Evaluation of DMM for openssl 2015 vulnerabilityMissingThis is a CIAM notification :CVE-2015-1791CISCO Alert Links :http://tvce.cisco.com/knowledge/aimsxp/alertpublication/express/alert_preview.asp?AlertID=39209A race condition was found in the session handling code of OpenSSL. This issue could possibly cause a multi-threaded TLS/SSL client using OpenSSL to double free session ticket data and crash.MissingMissingMissingMissingCSCuu82425,evaluation dmm openssl ciam notification cve cisco alert link url race condition find session handle code openssl issue could possibly cause multi thread tls ssl client use openssl double free session ticket data crash
CSCuz00700,CSCuz00700,Evaluation of CE340 for Firefox 2013 vulnerabilities.,Missing,"This is CIAM notificationCVE-2013-1684Alert Link:http://tvce.cisco.com/knowledge/aimsxp/alertpublication/express/alert_preview.asp?AlertID=29785Use-after-free vulnerability in the mozilla::dom::HTMLMediaElement::LookupMediaElementURITable function in Mozilla Firefox before 22.0, Firefox ESR 17.x before 17.0.7, Thunderbird before 17.0.7, and Thunderbird ESR 17.x before 17.0.7 allows remote attackers to execute arbitrary code or cause a denial of service (heap memory corruption) via a crafted web site.",Missing,Missing,Missing,Missing,CSCuz00687,"Evaluation of CE340 for Firefox 2013 vulnerabilities.MissingThis is CIAM notificationCVE-2013-1684Alert Link:http://tvce.cisco.com/knowledge/aimsxp/alertpublication/express/alert_preview.asp?AlertID=29785Use-after-free vulnerability in the mozilla::dom::HTMLMediaElement::LookupMediaElementURITable function in Mozilla Firefox before 22.0, Firefox ESR 17.x before 17.0.7, Thunderbird before 17.0.7, and Thunderbird ESR 17.x before 17.0.7 allows remote attackers to execute arbitrary code or cause a denial of service (heap memory corruption) via a crafted web site.MissingMissingMissingMissingCSCuz00687",evaluation ce firefox vulnerabilities missingthis ciam notificationcve alert link url vulnerability mozilla dom function mozilla firefox firefox esr thunderbird thunderbird esr allow remote attackers execute arbitrary code cause denial service heap memory corruption via craft web site
CSCuz02049,CSCuz02049,Evaluation of CE300 for php 2014 vulnerabilities,CIAM-92V6ah8z2gPPv CVE-2014-3487 ciam psirt psirt-done psirt-rne tps-security,"This is a CIAM notification :CVE-2014-3487CISCO Alert Links :http://tvce.cisco.com/knowledge/aimsxp/alertpublication/express/alert_preview.asp?AlertID=34777Description:The cdf_read_property_info function in file before 5.19, as used in the Fileinfo component in PHP before 5.4.30 and 5.5.x before 5.5.14, does not properly validate a stream offset, which allows remote attackers to cause a denial of service (application crash) via a crafted CDF file.",Missing,Missing,Missing,Missing,nobug,"Evaluation of CE300 for php 2014 vulnerabilitiesCIAM-92V6ah8z2gPPv CVE-2014-3487 ciam psirt psirt-done psirt-rne tps-securityThis is a CIAM notification :CVE-2014-3487CISCO Alert Links :http://tvce.cisco.com/knowledge/aimsxp/alertpublication/express/alert_preview.asp?AlertID=34777Description:The cdf_read_property_info function in file before 5.19, as used in the Fileinfo component in PHP before 5.4.30 and 5.5.x before 5.5.14, does not properly validate a stream offset, which allows remote attackers to cause a denial of service (application crash) via a crafted CDF file.MissingMissingMissingMissingnobug",evaluation ce php ah gppv cve ciam psirt psirt do psirt rne tps securitythis ciam notification cve cisco alert link url function file use fileinfo component php properly validate stream offset allow remote attackers cause denial service application crash via craft cdf file
CSCuz02081,CSCuz02081,Evaluation of CE300 for php 2014 vulnerabilities,CIAM-9cF6V0Fb2gPPv CVE-2014-3538 ciam psirt psirt-done psirt-rne tps-security,"This is a CIAM notification :CVE-2014-3538CISCO Alert Links :http://tvce.cisco.com/knowledge/aimsxp/alertpublication/express/alert_preview.asp?AlertID=35381Descriptionfile before 5.19 does not properly restrict the amount of data read during a regex search, which allows remote attackers to cause a denial of service (CPU consumption) via a crafted file that triggers backtracking during processing of an awk rule. NOTE: this vulnerability exists because of an incomplete fix for CVE-2013-7345.",Missing,Missing,Missing,Missing,nobug,"Evaluation of CE300 for php 2014 vulnerabilitiesCIAM-9cF6V0Fb2gPPv CVE-2014-3538 ciam psirt psirt-done psirt-rne tps-securityThis is a CIAM notification :CVE-2014-3538CISCO Alert Links :http://tvce.cisco.com/knowledge/aimsxp/alertpublication/express/alert_preview.asp?AlertID=35381Descriptionfile before 5.19 does not properly restrict the amount of data read during a regex search, which allows remote attackers to cause a denial of service (CPU consumption) via a crafted file that triggers backtracking during processing of an awk rule. NOTE: this vulnerability exists because of an incomplete fix for CVE-2013-7345.MissingMissingMissingMissingnobug",evaluation ce php cf fb gppv cve ciam psirt psirt do psirt rne tps securitythis ciam notification cve cisco alert link url properly restrict amount data read regex search allow remote attackers cause denial service cpu consumption via craft file trigger backtrack process awk rule note vulnerability exist incomplete fix cve
CSCuz02469,CSCuz02469,Evaluation of CE340 for gnutls 2012 vulnerabilities,CIAM-6CY7PVwo39LXz CVE-2012-1569 ciam psirt psirt-done psirt-rne tps-security,"This is a CIAM notification :CVE-2012-1569CISCO Alert Links :https://tvce.cisco.com/security/AIMS/AimsAlertPreview.aspx?AlertID=25480Description:The asn1_get_length_der function in decoding.c in GNU Libtasn1 before 2.12, as used in GnuTLS before 3.0.16 and other products, does not properly handle certain large length values, which allows remote attackers to cause a denial of service (heap memory corruption and application crash) or possibly have unspecified other impact via a crafted ASN.1 structure.",Missing,Missing,Missing,Missing,nobug,"Evaluation of CE340 for gnutls 2012 vulnerabilitiesCIAM-6CY7PVwo39LXz CVE-2012-1569 ciam psirt psirt-done psirt-rne tps-securityThis is a CIAM notification :CVE-2012-1569CISCO Alert Links :https://tvce.cisco.com/security/AIMS/AimsAlertPreview.aspx?AlertID=25480Description:The asn1_get_length_der function in decoding.c in GNU Libtasn1 before 2.12, as used in GnuTLS before 3.0.16 and other products, does not properly handle certain large length values, which allows remote attackers to cause a denial of service (heap memory corruption and application crash) or possibly have unspecified other impact via a crafted ASN.1 structure.MissingMissingMissingMissingnobug",evaluation ce gnutls cy pvwo lxz cve ciam psirt psirt do psirt rne tps securitythis ciam notification cve cisco alert link url asn function decode gnu libtasn use gnutls products properly handle certain large length value allow remote attackers cause denial service heap memory corruption application crash possibly unspecified impact via craft asn structure
CSCuz02634,CSCuz02634,Evaluation of gemboa for bind 2014 vulnerability,CIAM-8qV6zuTI6CMMO CVE-2014-0591 ciam psirt psirt-done psirt-rne tps-security,"This is a CIAM notification :CVE-2014-0591CISCO Alert Links :http://tvce.cisco.com/knowledge/aimsxp/alertpublication/express/alert_preview.asp?AlertID=32421The query_findclosestnsec3 function in query.c in named in ISC BIND 9.6, 9.7, and 9.8 before 9.8.6-P2 and 9.9 before 9.9.4-P2, and 9.6-ESV before 9.6-ESV-R10-P2, allows remote attackers to cause a denial of service (INSIST assertion failure and daemon exit) via a crafted DNS query to an authoritative nameserver that uses the NSEC3 signing feature.",Missing,Missing,Missing,Missing,nobug,"Evaluation of gemboa for bind 2014 vulnerabilityCIAM-8qV6zuTI6CMMO CVE-2014-0591 ciam psirt psirt-done psirt-rne tps-securityThis is a CIAM notification :CVE-2014-0591CISCO Alert Links :http://tvce.cisco.com/knowledge/aimsxp/alertpublication/express/alert_preview.asp?AlertID=32421The query_findclosestnsec3 function in query.c in named in ISC BIND 9.6, 9.7, and 9.8 before 9.8.6-P2 and 9.9 before 9.9.4-P2, and 9.6-ESV before 9.6-ESV-R10-P2, allows remote attackers to cause a denial of service (INSIST assertion failure and daemon exit) via a crafted DNS query to an authoritative nameserver that uses the NSEC3 signing feature.MissingMissingMissingMissingnobug",evaluation gemboa bind qv zuti cmmo cve ciam psirt psirt do psirt rne tps securitythis ciam notification cve cisco alert link url function query name isc bind esv esv allow remote attackers cause denial service insist assertion failure daemon exit via craft dns query authoritative nameserver use nsec sign feature
CSCuz03624,CSCuz03624,Evaluation of gemboa for subversion 2013 vulnerability,CIAM-7vq6zuTI6CRs7 CVE-2013-1846 ciam psirt psirt-done psirt-rne tps-security,This is a CIAM notification :CVE-2013-1846CISCO Alert Links :http://tvce.cisco.com/knowledge/aimsxp/alertpublication/express/alert_preview.asp?AlertID=28856The mod_dav_svn Apache HTTPD server module in Subversion 1.6.x before 1.6.21 and 1.7.0 through 1.7.8 allows remote authenticated users to cause a denial of service (NULL pointer dereference and crash) via a LOCK on an activity URL.,Missing,Missing,Missing,Missing,nobug,Evaluation of gemboa for subversion 2013 vulnerabilityCIAM-7vq6zuTI6CRs7 CVE-2013-1846 ciam psirt psirt-done psirt-rne tps-securityThis is a CIAM notification :CVE-2013-1846CISCO Alert Links :http://tvce.cisco.com/knowledge/aimsxp/alertpublication/express/alert_preview.asp?AlertID=28856The mod_dav_svn Apache HTTPD server module in Subversion 1.6.x before 1.6.21 and 1.7.0 through 1.7.8 allows remote authenticated users to cause a denial of service (NULL pointer dereference and crash) via a LOCK on an activity URL.MissingMissingMissingMissingnobug,evaluation gemboa subversion vq zuti crs cve ciam psirt psirt do psirt rne tps securitythis ciam notification cve cisco alert link url mod_dav_svn apache httpd server module subversion allow remote authenticate users cause denial service null pointer dereference crash via lock activity url
CSCuz03631,CSCuz03631,Evaluation of gemboa for subversion 2013 vulnerability,CIAM-7vs6zuTI6CRs7 CVE-2013-1849 ciam psirt psirt-done psirt-rne tps-security,This is a CIAM notification :CVE-2013-1849CISCO Alert Links :http://tvce.cisco.com/knowledge/aimsxp/alertpublication/express/alert_preview.asp?AlertID=28858The mod_dav_svn Apache HTTPD server module in Subversion 1.6.x through 1.6.20 and 1.7.0 through 1.7.8 allows remote attackers to cause a denial of service (NULL pointer dereference and crash) via a PROPFIND request for an activity URL.,Missing,Missing,Missing,Missing,nobug,Evaluation of gemboa for subversion 2013 vulnerabilityCIAM-7vs6zuTI6CRs7 CVE-2013-1849 ciam psirt psirt-done psirt-rne tps-securityThis is a CIAM notification :CVE-2013-1849CISCO Alert Links :http://tvce.cisco.com/knowledge/aimsxp/alertpublication/express/alert_preview.asp?AlertID=28858The mod_dav_svn Apache HTTPD server module in Subversion 1.6.x through 1.6.20 and 1.7.0 through 1.7.8 allows remote attackers to cause a denial of service (NULL pointer dereference and crash) via a PROPFIND request for an activity URL.MissingMissingMissingMissingnobug,evaluation gemboa subversion vs zuti crs cve ciam psirt psirt do psirt rne tps securitythis ciam notification cve cisco alert link url mod_dav_svn apache httpd server module subversion allow remote attackers cause denial service null pointer dereference crash via propfind request activity url
CSCuz04713,CSCuz04713,Evaluation of gemboa for openssl 2011 vulnerability,CIAM-6gs6zuTI6KkHS CVE-2011-3210 ciam psirt psirt-done psirt-rne tps-security,"This is a CIAM notification :CVE-2011-3210CISCO Alert Links :http://tvce.cisco.com/knowledge/aimsxp/alertpublication/express/alert_preview.asp?AlertID=24084The ephemeral ECDH ciphersuite functionality in OpenSSL 0.9.8 through 0.9.8r and 1.0.x before 1.0.0e does not ensure thread safety during processing of handshake messages from clients, which allows remote attackers to cause a denial of service (daemon crash) via out-of-order messages that violate the TLS protocol.",Missing,Missing,Missing,Missing,nobug,"Evaluation of gemboa for openssl 2011 vulnerabilityCIAM-6gs6zuTI6KkHS CVE-2011-3210 ciam psirt psirt-done psirt-rne tps-securityThis is a CIAM notification :CVE-2011-3210CISCO Alert Links :http://tvce.cisco.com/knowledge/aimsxp/alertpublication/express/alert_preview.asp?AlertID=24084The ephemeral ECDH ciphersuite functionality in OpenSSL 0.9.8 through 0.9.8r and 1.0.x before 1.0.0e does not ensure thread safety during processing of handshake messages from clients, which allows remote attackers to cause a denial of service (daemon crash) via out-of-order messages that violate the TLS protocol.MissingMissingMissingMissingnobug",evaluation gemboa openssl gs zuti kkhs cve ciam psirt psirt do psirt rne tps securitythis ciam notification cve cisco alert link url ephemeral ecdh ciphersuite functionality openssl ensure thread safety process handshake message clients allow remote attackers cause denial service daemon crash via order message violate tls protocol
CSCuz04795,CSCuz04795,Evaluation of gemboa for openssl 2013 vulnerability,CIAM-7jb6zuTI6KkHS CVE-2013-0169 ciam psirt psirt-done psirt-rne tps-security,"This is a CIAM notification :CVE-2013-0169CISCO Alert Links :http://tvce.cisco.com/knowledge/aimsxp/alertpublication/express/alert_preview.asp?AlertID=28097The TLS protocol 1.1 and 1.2 and the DTLS protocol 1.0 and 1.2, as used in OpenSSL, OpenJDK, PolarSSL, and other products, do not properly consider timing side-channel attacks on a MAC check requirement during the processing of malformed CBC padding, which allows remote attackers to conduct distinguishing attacks and plaintext-recovery attacks via statistical analysis of timing data for crafted packets, aka the ""Lucky Thirteen"" issue.",Missing,Missing,Missing,Missing,nobug,"Evaluation of gemboa for openssl 2013 vulnerabilityCIAM-7jb6zuTI6KkHS CVE-2013-0169 ciam psirt psirt-done psirt-rne tps-securityThis is a CIAM notification :CVE-2013-0169CISCO Alert Links :http://tvce.cisco.com/knowledge/aimsxp/alertpublication/express/alert_preview.asp?AlertID=28097The TLS protocol 1.1 and 1.2 and the DTLS protocol 1.0 and 1.2, as used in OpenSSL, OpenJDK, PolarSSL, and other products, do not properly consider timing side-channel attacks on a MAC check requirement during the processing of malformed CBC padding, which allows remote attackers to conduct distinguishing attacks and plaintext-recovery attacks via statistical analysis of timing data for crafted packets, aka the ""Lucky Thirteen"" issue.MissingMissingMissingMissingnobug",evaluation gemboa openssl jb zuti kkhs cve ciam psirt psirt do psirt rne tps securitythis ciam notification cve cisco alert link url tls protocol dtls protocol use openssl openjdk polarssl products properly consider time side channel attack mac check requirement process malformed cbc pad allow remote attackers conduct distinguish attack plaintext recovery attack via statistical analysis time data craft packets aka lucky thirteen issue
CSCuz04839,CSCuz04839,Evaluation of dmp 4310 for OpenSSL 2014 vulnerability,Missing,This is a CIAM notification :CVE-2014-5139CISCO Alert Links :http://tvce.cisco.com/knowledge/aimsxp/alertpublication/express/alert_preview.asp?AlertID=35202The ssl_set_client_disabled function in t1_lib.c in OpenSSL 1.0.1 before 1.0.1i allows remote SSL servers to cause a denial of service (NULL pointer dereference and client application crash) via a ServerHello message that includes an SRP ciphersuite without the required negotiation of that ciphersuite with the client.,Missing,Missing,Missing,Missing,nobug,Evaluation of dmp 4310 for OpenSSL 2014 vulnerabilityMissingThis is a CIAM notification :CVE-2014-5139CISCO Alert Links :http://tvce.cisco.com/knowledge/aimsxp/alertpublication/express/alert_preview.asp?AlertID=35202The ssl_set_client_disabled function in t1_lib.c in OpenSSL 1.0.1 before 1.0.1i allows remote SSL servers to cause a denial of service (NULL pointer dereference and client application crash) via a ServerHello message that includes an SRP ciphersuite without the required negotiation of that ciphersuite with the client.MissingMissingMissingMissingnobug,evaluation dmp openssl ciam notification cve cisco alert link url function openssl allow remote ssl servers cause denial service null pointer dereference client application crash via serverhello message include srp ciphersuite without require negotiation ciphersuite client
CSCuz06511,CSCuz06511,Evaluation of dmp 4310 for OpenSSL 2014 vulnerability,Missing,"This is a CIAM notification :CVE-2014-3509CISCO Alert Links :http://tvce.cisco.com/knowledge/aimsxp/alertpublication/express/alert_preview.asp?AlertID=35203Race condition in the ssl_parse_serverhello_tlsext function in t1_lib.c in OpenSSL 1.0.0 before 1.0.0n and 1.0.1 before 1.0.1i, when multithreading and session resumption are used, allows remote SSL servers to cause a denial of service (memory overwrite and client application crash) or possibly have unspecified other impact by sending Elliptic Curve (EC) Supported Point Formats Extension data.",Missing,Missing,Missing,Missing,nobug,"Evaluation of dmp 4310 for OpenSSL 2014 vulnerabilityMissingThis is a CIAM notification :CVE-2014-3509CISCO Alert Links :http://tvce.cisco.com/knowledge/aimsxp/alertpublication/express/alert_preview.asp?AlertID=35203Race condition in the ssl_parse_serverhello_tlsext function in t1_lib.c in OpenSSL 1.0.0 before 1.0.0n and 1.0.1 before 1.0.1i, when multithreading and session resumption are used, allows remote SSL servers to cause a denial of service (memory overwrite and client application crash) or possibly have unspecified other impact by sending Elliptic Curve (EC) Supported Point Formats Extension data.MissingMissingMissingMissingnobug",evaluation dmp openssl ciam notification cve cisco alert link url condition function openssl multithreading session resumption use allow remote ssl servers cause denial service memory overwrite client application crash possibly unspecified impact send elliptic curve ec support point format extension data
CSCuz10859,CSCuz10859,Evaluation of CE 300 of libxml2  2014 vulnerability,Missing,"CVE-2014-3660The alert link:--http://tvce.cisco.com/knowledge/aimsxp/alertpublication/express/alert_preview.asp?AlertID=36123parser.c in libxml2 before 2.9.2 does not properly prevent entity expansion even when entity substitution has been disabled, which allows context-dependent attackers to cause a denial of service (CPU consumption) via a crafted XML document containing a large number of nested entity references, a variant of the ""billion laughs"" attack.",Missing,Missing,Missing,Missing,nobug,"Evaluation of CE 300 of libxml2  2014 vulnerabilityMissingCVE-2014-3660The alert link:--http://tvce.cisco.com/knowledge/aimsxp/alertpublication/express/alert_preview.asp?AlertID=36123parser.c in libxml2 before 2.9.2 does not properly prevent entity expansion even when entity substitution has been disabled, which allows context-dependent attackers to cause a denial of service (CPU consumption) via a crafted XML document containing a large number of nested entity references, a variant of the ""billion laughs"" attack.MissingMissingMissingMissingnobug",evaluation ce libxml alert link url libxml properly prevent entity expansion even entity substitution disable allow context dependent attackers cause denial service cpu consumption via craft xml document contain large number nest entity reference variant billion laugh attack
CSCuz15164,CSCuz15164,Scada Configurable DNP3 serial/T101 query,pi31-iot,"There are DNP3 serial RTUs that don't conform to standard. In one of DongFang RTU, only limited subset of query is supported. See attached capture file for detail.Make request configurable on DNP3 serial, T101 session, T101 sector",Missing,Missing,Missing,Missing,nobug,"Scada Configurable DNP3 serial/T101 querypi31-iotThere are DNP3 serial RTUs that don't conform to standard. In one of DongFang RTU, only limited subset of query is supported. See attached capture file for detail.Make request configurable on DNP3 serial, T101 session, T101 sectorMissingMissingMissingMissingnobug",scada configurable dnp serial querypi iotthere dnp serial rtus conform standard one dongfang rtu limit subset query support see attach capture file detail make request configurable dnp serial session
CSCuz18674,CSCuz18674,Evaluation of CE300 for Freetype 2010 vulnerabilities.,Missing,"This is CIAM notificationCVE-2010-2973Alert Link:http://tvce.cisco.com/knowledge/aimsxp/alertpublication/express/alert_preview.asp?AlertID=21103Integer overflow in IOSurface in Apple iOS before 4.0.2 on the iPhone and iPod touch, and before 3.2.2 on the iPad, allows local users to gain privileges via vectors involving IOSurface properties, as demonstrated by JailbreakMe.",Missing,Missing,Missing,Missing,CSCuz37836,"Evaluation of CE300 for Freetype 2010 vulnerabilities.MissingThis is CIAM notificationCVE-2010-2973Alert Link:http://tvce.cisco.com/knowledge/aimsxp/alertpublication/express/alert_preview.asp?AlertID=21103Integer overflow in IOSurface in Apple iOS before 4.0.2 on the iPhone and iPod touch, and before 3.2.2 on the iPad, allows local users to gain privileges via vectors involving IOSurface properties, as demonstrated by JailbreakMe.MissingMissingMissingMissingCSCuz37836",evaluation ce freetype vulnerabilities missingthis ciam notificationcve alert link url overflow iosurface apple ios iphone ipod touch ipad allow local users gain privilege via vectors involve iosurface properties demonstrate jailbreakme
CSCuz20615,CSCuz20615,Evaluation of Gemboa for ntp 2014 vulnerabilities.,ciam psirt tps-security CIAM-9Ak6zuTI6CQw8 CVE-2014-9294,This is a CIAM notification :CVE-2014-9294CISCO Alert Links :http://tvce.cisco.com/knowledge/aimsxp/alertpublication/express/alert_preview.asp?AlertID=36848Network Time Protocol Daemon Weak Pseudorandom Number Generator Issue,Missing,Missing,Missing,Missing,nobug,Evaluation of Gemboa for ntp 2014 vulnerabilities.ciam psirt tps-security CIAM-9Ak6zuTI6CQw8 CVE-2014-9294This is a CIAM notification :CVE-2014-9294CISCO Alert Links :http://tvce.cisco.com/knowledge/aimsxp/alertpublication/express/alert_preview.asp?AlertID=36848Network Time Protocol Daemon Weak Pseudorandom Number Generator IssueMissingMissingMissingMissingnobug,evaluation gemboa ntp vulnerabilities ciam psirt tps security ciam ak zuti cqw cve ciam notification cve cisco alert link url time protocol daemon weak pseudorandom number generator
CSCuz20637,CSCuz20637,Evaluation of Gemboa for ntp 2015 vulnerabilities.,CIAM-aPV6zuTI6CQw8 CVE-2015-7855 ciam psirt psirt-done psirt-rne tps-security,This is a CIAM notification :CVE-2015-7855CISCO Alert Links :http://tvce.cisco.com/knowledge/aimsxp/alertpublication/express/alert_preview.asp?AlertID=41659Network Time Protocol decodenetnum() Function Denial of Service Vulnerability,Missing,Missing,Missing,Missing,nobug,Evaluation of Gemboa for ntp 2015 vulnerabilities.CIAM-aPV6zuTI6CQw8 CVE-2015-7855 ciam psirt psirt-done psirt-rne tps-securityThis is a CIAM notification :CVE-2015-7855CISCO Alert Links :http://tvce.cisco.com/knowledge/aimsxp/alertpublication/express/alert_preview.asp?AlertID=41659Network Time Protocol decodenetnum() Function Denial of Service VulnerabilityMissingMissingMissingMissingnobug,evaluation gemboa ntp vulnerabilities ciam apv zuti cqw cve ciam psirt psirt do psirt rne tps securitythis ciam notification cve cisco alert link url time protocol decodenetnum function denial service
CSCuz21373,CSCuz21373,Connexa: mount /ios directory sometimes fails,Missing,mount /ios fail sometimes in the init.  It's possible its' due to mount in linux init script happens too early before NFS server on IOS ready. Need to make sure it's mounted.,Missing,Missing,Missing,Missing,nobug,Connexa: mount /ios directory sometimes failsMissingmount /ios fail sometimes in the init.  It's possible its' due to mount in linux init script happens too early before NFS server on IOS ready. Need to make sure it's mounted.MissingMissingMissingMissingnobug,connexa mount ios directory sometimes ios fail sometimes init possible due mount linux init script happen early nfs server ios ready make sure mount
CSCuz34621,CSCuz34621,[Warbler]Add support for verified boot,Missing,Uboot should check fit image signature before boot.,Missing,Missing,Missing,Missing,nobug,[Warbler]Add support for verified bootMissingUboot should check fit image signature before boot.MissingMissingMissingMissingnobug,warbler add support verify check fit image signature boot
CSCuz35166,CSCuz35166,repetitive iox client enable gx/y in 'sh run',"pi31, hokkaido, ios","Hello Daniel,Thank you for the help.!iox client enable interface GigabitEthernet0/1iox client enable interface GigabitEthernet0/1iox client enable interface GigabitEthernet0/1iox client enable interface GigabitEthernet0/2iox client enable interface GigabitEthernet0/2iox client enable interface GigabitEthernet0/2iox client enable interface GigabitEthernet4/1iox client enable interface GigabitEthernet4/1iox client enable interface GigabitEthernet4/1iox client enable interface GigabitEthernet4/2iox client enable interface GigabitEthernet4/2iox client enable interface GigabitEthernet4/2!!!!Thanks & RegardsShruthi",Missing,Missing,Missing,Missing,nobug,"repetitive iox client enable gx/y in 'sh run'pi31, hokkaido, iosHello Daniel,Thank you for the help.!iox client enable interface GigabitEthernet0/1iox client enable interface GigabitEthernet0/1iox client enable interface GigabitEthernet0/1iox client enable interface GigabitEthernet0/2iox client enable interface GigabitEthernet0/2iox client enable interface GigabitEthernet0/2iox client enable interface GigabitEthernet4/1iox client enable interface GigabitEthernet4/1iox client enable interface GigabitEthernet4/1iox client enable interface GigabitEthernet4/2iox client enable interface GigabitEthernet4/2iox client enable interface GigabitEthernet4/2!!!!Thanks & RegardsShruthiMissingMissingMissingMissingnobug",repetitive iox client enable gx sh run pi hokkaido ioshello daniel thank help iox client enable interface gigabitethernet iox client enable interface gigabitethernet iox client enable interface gigabitethernet iox client enable interface gigabitethernet iox client enable interface gigabitethernet iox client enable interface gigabitethernet iox client enable interface gigabitethernet iox client enable interface gigabitethernet iox client enable interface gigabitethernet iox client enable interface gigabitethernet iox client enable interface gigabitethernet iox client enable interface gigabitethernet thank
CSCuz37025,CSCuz37025,[CSDL]CT637: SEC-DOC-RESET: Document credential reset procedure,CSDL,"Credential loss recovery is not a secret. On the contrary, it should be made very public.",Missing,Missing,Missing,Missing,nobug,"[CSDL]CT637: SEC-DOC-RESET: Document credential reset procedureCSDLCredential loss recovery is not a secret. On the contrary, it should be made very public.MissingMissingMissingMissingnobug",csdl ct sec doc reset document credential reset loss recovery secret contrary make public
CSCuz37042,CSCuz37042,[CSDL]CT602: SEC-OFF-PROC: Selectively enable TCP/IP SERVICEs/OPEN PORTS,CSDL,Customers shouldn't have to let unneeded services run on their devices.,Missing,Missing,Missing,Missing,nobug,[CSDL]CT602: SEC-OFF-PROC: Selectively enable TCP/IP SERVICEs/OPEN PORTSCSDLCustomers shouldn't have to let unneeded services run on their devices.MissingMissingMissingMissingnobug,csdl ct sec proc selectively enable tcp ip service open let unneeded service run devices
CSCuz37114,CSCuz37114,[CSDL]CT582: SEC-PWD-PHRASE: Refer to 'pass phrase' in user interfaces,CSDL,Recommended for offerings,Missing,Missing,Missing,Missing,nobug,[CSDL]CT582: SEC-PWD-PHRASE: Refer to 'pass phrase' in user interfacesCSDLRecommended for offeringsMissingMissingMissingMissingnobug,csdl ct sec pwd phrase refer pass phrase user
CSCuz37137,CSCuz37137,[CSDL]CT608: Provide per-instance bypass for closed software,CSDL,"You may be wrong about whether your product is a ""User Product"". All closed products with GPLv3 software must provide unit-specific bypass systems as 'insurance"".",Missing,Missing,Missing,Missing,nobug,"[CSDL]CT608: Provide per-instance bypass for closed softwareCSDLYou may be wrong about whether your product is a ""User Product"". All closed products with GPLv3 software must provide unit-specific bypass systems as 'insurance"".MissingMissingMissingMissingnobug",csdl ct provide per instance bypass close softwarecsdlyou may wrong whether product user product close products gplv software must provide unit specific bypass systems insurance
CSCuz37613,CSCuz37613,[CSDL]T175: Test that the client validates digital certificates,CSDL,"In black-box testing, you will need to use a proxy to replace the destination's TLS/SSL certificate.",Missing,Missing,Missing,Missing,nobug,"[CSDL]T175: Test that the client validates digital certificatesCSDLIn black-box testing, you will need to use a proxy to replace the destination's TLS/SSL certificate.MissingMissingMissingMissingnobug",csdl test client validate digital black box test use proxy replace destination tls ssl certificate
CSCuz37621,CSCuz37621,[CSDL]T314: Verify personal and confidential info identify and classify,CSDL,"Verify that different categories of information such as sensitive, confidential, Personally Identifiable Information (PII) and Individually Identifiable Health Information are identified, distinguished and defined and any piece of information processed or maintained by the applications is classified in the right category.",Missing,Missing,Missing,Missing,nobug,"[CSDL]T314: Verify personal and confidential info identify and classifyCSDLVerify that different categories of information such as sensitive, confidential, Personally Identifiable Information (PII) and Individually Identifiable Health Information are identified, distinguished and defined and any piece of information processed or maintained by the applications is classified in the right category.MissingMissingMissingMissingnobug",csdl verify personal confidential info identify different categories information sensitive confidential personally identifiable information pii individually identifiable health information identify distinguish define piece information process maintain applications classify right category
